text_no_emoji,lang,translated_text
oh giddy aunt,cy,oh giddy aunt
nicole,it,nicole
lord forgive sinned,no,lord forgive sinned
song wrong,tl,song wrong
longest ad ever,no,longest ad ever
mi imperio romano,it,My Roman Empire
buen domingo jajaja,sl,Good Sunday hahaha
love,sl,love
beg caught liking,id,beg caught liking
dios mío,pt,my God
yo siempre te apoye rosalía,es,I always support you Rosalia
ha funny ended,cy,ha funny ended
maro lip comm spaccim si bell sorr,it,Maro Lip Commation Sfaccimm Si Bell smile
todos estos comentarios representan,es,All these comments represent
buenos días todos que vivan los hombres,es,good morning all live men
holy flip,cy,holy flip
oops,af,oops
adonis,pt,Adonis
contain multitudes,fr,contain multitudes
nah,tl,nah
loving comments,fr,loving comments
goddamn,cy,goddamn
rosália sabe das coisas,pt,Rosalia knows things
crack mis respetos,es,crack my respects
comments also video,ca,comments also video
yes chef,cy,Yes chef
looking looking looking,tl,looking looking looking
yes chef,cy,Yes chef
dear lord,ro,dear lord
tu novio,hr,Your boyfriend
comments,fr,comments
ikr sometimes forgetting,no,ikr sometimes forgetting
pretty revealing,no,pretty revealing
enna di idhu,it,What is it
comment section one,fr,comment section one
così per incentivare la ripresa,it,So to encourage the recovery
la devi far scendere la temperatura mariá,it,You have to drop the mariá temperature
obrigada calvin klein,pt,Thank you Calvin Klein
good god,cy,good god
help,nl,help
happy birthday,so,happy birthday
ready go back nyc,pl,ready go back nyc
sí somos jajaja,sl,Yes we are hahaha
yes chef,cy,Yes chef
yes,tr,yes
comments hilarious,fr,comments hilarious
comments friend,fr,comments friend
ke hombreeeeee,nl,ke maneeee
woof,af,woof
see,af,see
gracias por tanto,es,Thanks for so much
jajajajaja,sl,ha ha ha
many things say,tl,many things say
wow,pl,wow
get line,da,get line
r,cy,r
colirio para los ojos se llama esto,es,COLIRIO FOR THE EYE IS CALLED THIS
maro e ch si,it,Die this
tattoo video,it,tattoo video
yes chef,cy,Yes chef
sock,sv,sock
indescrivibile,it,indescribable
te aplaudo rosalía,es,Rosalia applaud you
capisco rosalia,it,I understand Rosalia
willy wonka,pl,willy wonka
god,cy,god
day eyes,so,day eyes
ending,af,ending
illegal fbi raw dildo,cy,illegal fbi raw dildo
yes chef,cy,Yes chef
hubba hubba,sw,hubba hubba
owww,pl,Owww
omg,sv,omg
lipppp,tl,lipppp
one word damnnnnnnnn,af,one word damnnnnnnnn
la rosalia amigaaaaa lo veooooo lo veooooo,so,The Rosalia Amigaaaa Veooooo Veooooo
todaaaa,so,todaaaaa
ay picó el ojo,es,Oh stung the eye
aplausos para la rosalía,es,Rosalia applause
yum,tr,yum
good day alive,so,good day alive
everyone wants jeremy even jeremy wants jeremy,nl,everyone wants jeremy even jeremy wants jeremy
even compete,nl,even compete
ellos saben lo que hacen provocan,es,They know what they do cause
salio,lt,He came out
naxe ra yvelas exla sheuyvarda sadiyavit tqven rom vqrasahvdi chemi,sk,naxe r yvelas exla shayvavada sadid tqven's rum vqsahvdi'
dyingggg,id,Dyingggg
sto da giorni su questo profilo,it,I've been on this profile for days
per favore potete eliminare,it,please can delete
yes chef,cy,Yes chef
hai capito lip,it,You understand LIP
hahahhahaha viendo lo que come la rosalía,es,hahahhahaha watching what Rosalia eats
ay rosalía que bien comes,es,Oh Rosalia that you eat
bravo,sk,bravo
yo extraño jk,es,I miss JK
comments,fr,comments
christina yang,sw,the cristina
buonasera,tl,Good evening
колекція топ,uk,Collection Top
ayúdame jesús,sk,Help me Jesus
ok,sk,ok
gente que issuuuu,fr,People who isuuuuu
dedim ki ben hamileyim,tr,I said I'm pregnant
ver si cuando engañe la rosalia van decir lo mismo,es,See if when the Rosalia cheats they will say the same
jung jaehyun lee jeno,fi,Jung Jaehyun Lee Jeno
yes chef,cy,Yes chef
lip gallagher,tl,lip gallagher
outrageous,fr,outrageous
yes chef,cy,Yes chef
wants,sw,wants
lip,tl,lip
bon dimanche,it,good Sunday
need looks sad topable,et,need looks sad topable
è per il suo sguardo da cucciolo,it,It is for his puppy gaze
lip komt voorbij op mijn tijdlijn,nl,Lip passes by my timeline
vawi engzat nge ka en chhuah tawh ka hrelo,id,I don't know how many times I've seen it.
jesus christ,sk,jesus christ
euhmm halloooo,et,Euhmm Halloooo
così de botto,it,So de bang
ehvabbè,et,ehvabbè
chi è costui tanta roba,it,who is so much stuff
reset button,no,reset button
cannot seen liking,fi,cannot seen liking
oh god,cy,oh god
te encontré aquí maikita,ca,I found you here Maikita
killed,da,killed
oui chef,fr,yes chief
hot,cs,hot
omg,tl,omg
que suerte la de rosalia,es,How lucky that of Rosalia
comments,fr,comments
cannot unsee lip gallagher,it,cannot unsee lip gallagher
jajajajaja,sl,ha ha ha
moments,ca,moments
female gaze,hu,female gaze
coming,it,coming
freeeeeee wow,nl,freeeeeee wow
yes chef,cy,Yes chef
uff,de,uff
need needs need,af,need needs need
lol,es,lol
yay lip,tl,yay lip
es el dios griego de la,es,He is the Greek God of the
tá impossivel,pt,It's impossible
welcome,nl,welcome
en efecto es cine,es,In effect it is cinema
yeah cool,so,yeah cool
god good,cy,god good
próprio david,pt,David himself
rosalía madre mía,es,Rosalía Mother of mine
real,ro,real
omg,sv,omg
needs see,af,needs see
que vivan los hombres,es,that men live
next se parece al de ratatoulle,it,Next looks like Ratatouille
pregunten el color de ninguna cosa,es,Ask the color of anything
nahhh bring back marky mark,tl,Nahhh Bring Back Marky Mark
living comments,fr,living comments
love men,sl,love men
yes chef,cy,Yes chef
male gaze collaboration,it,male gaze collaboration
yes daddy chef,cy,yes daddy chef
hoy hahahah,so,Today Hahah
long ad,tl,long ad
provecho reina,sk,Reina benefit
illegal,it,illegal
rauwho,cy,Rauwho
rosalía took cake,sk,rosalía took cake
боже це єдиний вкачаний чувак який мені,uk,God is the only pierced dude that me
la rosalía estará contenta,es,The Rosalia will be happy
pleaaaaaaase,so,pleaaaaaaase
terrible caramelito el que se esta comiendo,es,Terrible candy who is eating
todo el oro para ella qué buen gusto diosito mío,es,All gold for her what good taste my God
jesus,hr,jesus
te entiendo rosalia,es,I understand you Rosalia
well damn,cy,well damn
yes chef,cy,Yes chef
sooo like want meet,af,sooo like want meet
wheezing,nl,wheezing
ufff lindo,de,Ufff cute
needed,af,needed
god good,cy,god good
exactement,fr,Exactly
neanchio,it,neanchio
wow,pl,wow
ya te entiendo rosalía,es,I already understand you Rosalia
muerde,es,bite
sofa,sv,sofa
lip grew,af,lip grew
yes chef,cy,Yes chef
totale,fi,total
woahh,pl,woahh
yes chef,cy,Yes chef
provecho rosalía jajaja,sk,PROVECT ROSALÍA HAHAHA
gasping air,tl,gasping air
yep,tr,yep
one,fi,one
la música le da un,es,Music gives him a
siempre ha gustado incluso cuando tenía esos músculos tan marcados,es,He has always liked even when he had those muscles so marked
yes chef,cy,Yes chef
kocan olayyy,tr,Husband Oldyy
yes chef,cy,Yes chef
lol,es,lol
parece uma escultura renascentista né moço deveria estar num museu,pt,"It looks like a Renaissance sculpture, right boy should be in a museum"
che dire,it,what to say
good lord,cy,good lord
lip lol,tl,lip lol
puede alguien pensar en rauw alejandro pobre chico,es,someone can think of Rauw Alejandro Poor Chico
allez salut,fi,go hi
regrets,no,regrets
encouraging people exercises park undies,fr,encouraging people exercises park undies
ik denk dat ik verliefd ben,af,I think I'm in love
amai,lt,mother
jajqjq,sq,Jajak
would like worn next,af,would like worn next
hahaha,so,hahaha
never enough,no,never enough
entendi,nl,I understood
ahora entiendo hermana,es,Now I understand sister
oh,fi,oh
provecho,sk,advantage
rosalia,lt,Rosalia
porta massa roba,pt,Roba mass holder
thanks making january joyful,fi,thanks making january joyful
omg,sv,omg
esculpido por dioses griegos tengo dudas,es,sculpted by Greek gods I have doubts
rosalia desde q dejó de comer bueno dicen que ahora tiene hambre todo el eso ahí está vacío ahí falta gente jajajjajaja,es,Rosalia since she stopped eating good say that now she is hungry all that is empty there is missing people hahahahaha
lip,tl,lip
te entiendo rosalia,es,I understand you Rosalia
blink entire video,da,blink entire video
could,fr,could
que bien que come rosalia una envidia,es,How good that Rosalia eats an envy
yes chef,cy,Yes chef
έχβλακόφατσα ρε,el,bouquet
yes chef,cy,Yes chef
meow,pl,meow
uno así de pero de jungkook cuando vuelva,es,one like this but Jungkook when he returns
rosalia,lt,Rosalia
amém senhor,pt,Amen Lord
comments,fr,comments
jajajaja eso vine decir,sl,hahahaha that came to say
estos comentarios estan,es,These comments are
yes chef,cy,Yes chef
yo siempre quise que rosi cambie al reguetonero pero este acenso es demasiado,es,I always wanted Rosi to change the reggaeton but this acense is too much
pls tell,ca,pls tell
aprobado por rosalía,es,approved by Rosalia
comments,fr,comments
מושלם,he,perfect
yes,tr,yes
itttt,fi,drunk
happy,fi,happy
gah daaaayum,so,Gah damum
será que esos boxer los subastan,es,It will be that those boxer auction them
good,so,good
dresses calvin underwear,de,dresses calvin underwear
sweet jesus,nl,sweet jesus
así que este era el anuncio,es,So this was the announcement
dios santo la virgen,es,Holy God the Virgin
el corazón es lo más importante ok,es,The heart is the most important ok
nice underwear,de,nice underwear
tubes untied,lv,tubes untied
marry,cy,marry
mine,et,mine
esta cañon,es,This cannon
armonía perfecta,ca,Perfect harmony
hi lip,sw,hi lip
lol,es,lol
inspired kenneth anger,da,inspired kenneth anger
jealous,cs,jealous
obvioooo,et,obvėooooo
mean,ro,mean
need,af,need
strong jawline,et,strong jawline
keep hot snowstorm getting,af,keep hot snowstorm getting
quiero mi calvin,es,I want my Calvin
oldé rosalía jajaja,hu,Oldé Rosalia hahaha
godbless,da,Godbless
ó pra você tá de parabéns,pt,O For you is to be congratulated
best ad done,nl,best ad done
yes chef,cy,Yes chef
parkouring nap orange sofa seems like waste energy,af,parkouring nap orange sofa seems like waste energy
let cook,fr,let cook
qua da due giorni,it,here for two days
rosalía por ti por todas,es,Rosalia for you for all
happened rosalia,it,happened rosalia
forever main,da,forever main
בהריון עם תאומים,he,Pregnant with twins
never enough,no,never enough
estoy enamorada de ese,es,I am in love with that
comments,fr,comments
yes chef,cy,Yes chef
xq este video dura una hora,es,because this video lasts an hour
comments,fr,comments
get back kitchen make sandwich,de,get back kitchen make sandwich
wow cute,pl,wow cute
nadie dice que rosalía cambió mortadela por jamón,es,Nobody says Rosalía changed mortadella for ham
yes chef,cy,Yes chef
good morning,hr,good morning
entiendo rosalía,es,I understand Rosalia
que bien que come rosalia,es,How good that Rosalia eats
couch get pregnant,fr,couch get pregnant
lip bruh,tl,Lip Bruh
gay gaze,so,gay gaze
behind,de,behind
ohhhhhhh wooooooow,so,Ohhhhhhh wooooooow
comments,fr,comments
para gustos los colores ese hombre para muchas es bello,es,For tastes that man for many is beautiful
q,sq,q
calvin klein remember,nl,calvin klein remember
stopped,no,stopped
hahahahhahahhhaahhhahahhahh,so,hahahahahahahhhahhahhahhahhahhhhhahh
acostarse casi q se veía rosaaa pero es q tremenda,es,Go to bed almost that roseaa looked but it's tremendous
porque menos sería un pecado,es,Because less would be a sin
edu contigo,it,Edu with you
ahora te entiendo rosalía,es,Now I understand you Rosalia
woo good video,af,woo good video
lip,tl,lip
slept since,ro,slept since
ay dios mío,es,Oh my God
todos entendiendo rosalía en este momento,es,All understanding Rosalia at this time
girls dinner,de,girls dinner
yes chef,cy,Yes chef
yes chef chef,cy,Yes Chef Chef
dead,es,dead
wheeezingggggg,nl,wheeezingggggg
someone say,no,someone say
watching name art,tl,watching name art
mio padre,lt,my father
urliamo insieme,lt,Let's scream together
okay,sw,okay
с,mk,with
voy comprar los calzones para mi,es,I'm going to buy the panties for me
yes jeff,hu,yes jeff
tiene algo en la cara que recuerda messi,es,He has something on the face that Messi remembers
dale rosyyyyy te amamos este siiiiiii queen,fi,GIVE ROSYYYYY WE LOVE YOU THIS SIIIIII QUEEN
fr,da,fr
bro like greek god video never ending,af,bro like greek god video never ending
someone go check rosalia,it,someone go check rosalia
נו מההההההה התעלפתי ביי ביי ביי ביי,he,"Well hated, I passed out bye bye bye bye"
comments,fr,comments
help,nl,help
mijo quespues,es,Mijo Ques
yes et il besoin de sa maman je pense je suis sa maman,fr,Yes and he needs his mom I think I am his mom
okay lip okay,tl,okay lip okay
see window,af,see window
e però così,ca,and this so
la rosalia,es,Rosalia
jajajjajaja te amo,sl,hahahahaha I love you
hahahahah,so,Hahahahah
ik hem net opgeslagen mijn hoofd xd,nl,I just saved him my head xd
ormai è un trend,it,It is now a trend
yapıyorsun bu sanatı,tr,You are doing this art
yes chef ugh,cy,yes chef ugh
yes chef,cy,Yes chef
comments disappointing,fr,comments disappointing
comments,fr,comments
lip cosa ci combini,it,lip what you combine
rosalia get,it,rosalia get
get,nl,get
comment section ist pure gold,fr,comment section ist pure gold
maronna mia,fi,Maronna Mia
still wait like,af,still wait like
comments,fr,comments
te quedes,es,You stay
totalmente io sto morendo,it,totally I'm dying
ora muoio eh,pt,now I die eh
хорош,ru,good
rosiiiiii estás comiendo,es,Rosiiiii you are eating
yea,tr,yea
yes chef comments,fr,yes chef comments
peccato,it,Sin
sheeesshshhhhshhsshshshshxbsidnodcjwixnndjsiss,sq,sheesshshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhH
yo digo que en efecto que quisiera ser un tal rauw en estos días tan complicados jajaja,es,I say that in fact I would like to be a rauw in these complicated days hahaha
ya te entendemos rosalia,es,We already understand you Rosalia
rosalia come chido,it,Rosalia like Chido
porque dura tanto este video,es,Because this video lasts
yo menos respeto más rosalia,es,I less respect more Rosalia
