text_no_emoji,lang,translated_text
lo que se está comiendo la rosalía por dios,es,What is eating the Rosalia for God
seen comments,nl,seen comments
said gene wilder strange crush reminds shall watch bear,en,said gene wilder strange crush reminds shall watch bear
christmas episode guest star role like nothing ever seen stand alone gigantic rollercoaster chaos jealous going see enjoy,en,christmas episode guest star role like nothing ever seen stand alone gigantic rollercoaster chaos jealous going see enjoy
nice idea long commercial,it,nice idea long commercial
eyes,tr,eyes
e vabbè,it,and oh well
bella la pubblicità delle scarpette non capisco che marca siano,it,Beautiful advertisement of the shoes I don't understand that it branded are
imagine cate blanchett,it,imagine cate blanchett
oh man poetic beautiful work,en,oh man poetic beautiful work
got bless advertising,no,got bless advertising
siento sucia,es,I feel dirty
absolutely agree eyes blessed,en,absolutely agree eyes blessed
такую рекламу я люблю,uk,I love such an advertisement
fantastic day eyeballs,en,fantastic day eyeballs
cette chanson,fr,This song
je ne connaissais pas merci pour cette agréable découverte,fr,I did not know thank you for this pleasant discovery
meninaaaaa eu vi issooooo ele parece aquelas estátuas gregas,et,girlaaaa i saw itoooo he looks like those Greek statues
el novio de rosalía está qué parejita mássss,es,Rosalía's boyfriend is what evenssss
sean mal pensad rosalia lo que le vuelve loca son sus ojos azules jijijiji,es,"Let Rosalia be wrong, what drives her crazy are her blue eyes jijiji"
never enough,no,never enough
cannot stop stop,en,cannot stop stop
things cannot remember,en,things cannot remember
noone thirst traps like ck x lip,en,noone thirst traps like ck x lip
roman empire,fr,roman empire
know like know,en,know like know
could never many time girl,en,could never many time girl
would give humanly rights one toys,en,would give humanly rights one toys
oh god,cy,oh god
salivating,fi,salivating
יאמי,he,Yummy
yes chef,cy,Yes chef
stunning,fi,stunning
song opposite everyone thinking watching,en,song opposite everyone thinking watching
calvins,ro,calvins
god calvin klein starting year cannot go hospital man,en,god calvin klein starting year cannot go hospital man
successfully finished video thank,en,successfully finished video thank
jacob elordi cuando le toca,es,Jacob Elordi when it's
volete dire qualcosa inizio io facc ru cazz,it,You want to say something I start I do rus cazz
estaba buscando este comentario al fin lo encontré jajajajjaja,es,"I was looking for this comment, I finally found him hahahahaha"
שבוע טוב נשמות,he,Good week souls
это ты что ль какой красивый,ru,Is it you what beautiful
find video video find,da,find video video find
esta en el sm ya volvera worry ahora toco otros artistas tbn,es,"This is already in the SM, now I play other tbn artists"
ogni volta che mi addormento nella mia testa sento questa canzone,it,Every time I fall asleep in my head I hear this song
comments,fr,comments
today woke late saw last night want break dreams filled fantasies jeremy allen white,en,today woke late saw last night want break dreams filled fantasies jeremy allen white
wonderful treat monday morning,en,wonderful treat monday morning
truuuuuuuue,et,truuuuuuuuuue
thank,en,thank
yes chef,cy,Yes chef
would let,en,would let
laughed hard comment called bff still laughing accurate believe one increased everytime watched lol best comment ever lol,en,laughed hard comment called bff still laughing accurate believe one increased everytime watched lol best comment ever lol
love,sl,love
girl dinner,it,girl dinner
yes,tr,yes
cami knows lip,pl,cami knows lip
yes jeff,hu,yes jeff
think best decision,en,think best decision
important,it,important
lord mercy put repeat,en,lord mercy put repeat
por qué este video es infinito,es,Why this video is infinite
nah insane,tl,nah insane
brb watched many times pregnant,en,brb watched many times pregnant
omg,sv,omg
yes chef,cy,Yes chef
god,cy,god
omg please redo thisssss need need,en,omg please redo thisssss need need
amen,ca,amen
retracto lo que dije antes de este dios griego,es,Get back what I said before this Greek God
well well lip,cy,well well lip
yes chef,en,yes chef
little window final,en,little window final
ahhhhh,so,Ahhhhh
gulp thanks alot ck,en,gulp thanks alot ck
hilarious,en,hilarious
dead ajsjans,et,dead ajsjans
girl breakfast girl lunch girl dinner girl dessert,de,girl breakfast girl lunch girl dinner girl dessert
feels illegal watch,en,feels illegal watch
back,en,back
take,fi,take
thank,en,thank
comment,fr,comment
dios mío,pt,my God
quantas vezes deus,pt,How many times God
find attractive art,en,find attractive art
thank feel seen,nl,thank feel seen
te sigo esperando jungkook,es,I'm still waiting for you
one thought willy wonka gene wilder,en,one thought willy wonka gene wilder
só por que tem de vídeo kkkk,pt,Just because there is a video kkkk
golden ticket imagination adventure,en,golden ticket imagination adventure
want enter world pure imagination,en,want enter world pure imagination
oh myyyyy,fi,oh salesyyy
obsessed videos,et,obsessed videos
ask color anything,en,ask color anything
thank,en,thank
te veo te respeto,it,I see you respect you
fine rewatch bear,en,fine rewatch bear
mis respetos la rosalía,es,My respects the Rosalia
yes chef,cy,Yes chef
ah ok,so,ah ok
que homem viu,pt,What man he saw
yes yes yes yes yes,tr,yes yes yes yes yes
showed mom,en,showed mom
yes chef,cy,Yes chef
unreal,ro,unreal
bruh,cs,Bruh
enjoy friend,no,enjoy friend
watching song,tl,watching song
madre mía,es,My mother
yes chef,cy,Yes chef
vid pops followers page little note saying commented comment right top see,en,vid pops followers page little note saying commented comment right top see
babe point,fr,babe point
lippy bby,tl,Lippy BBY
wow look lip go,pl,wow look lip go
whyiatta,en,whyiatta
another one gender envy list,en,another one gender envy list
gracias por tanto perdon por tan poco,es,Thanks for so much forgive for so little
crepo,ro,crepe
mind blown wait,en,mind blown wait
diablo,es,diablo
cara é uma obra de arte,pt,Cara is a work of art
god among men,tl,god among men
die kommentare,af,The comments
simplesmente melhorrrrrrrr,pt,simply betterrrrrrrrr
teee pasas rosi maestra,et,TA Pasas Rosi Mastra
fix,ca,fix
ah jeeze lip done went got fancy us,pl,ah jeeze lip done went got fancy us
check abs,de,check abs
que perfeição,pt,perfection
não consigo sair desse vídeo,pt,I can't get out of this video
yes chef,cy,Yes chef
many times watched yes,en,many times watched yes
pregnant,it,pregnant
feeling better life,no,feeling better life
gracias,es,gracias
oh giddy aunt,cy,oh giddy aunt
look like timothy chalamet,en,look like timothy chalamet
nicole,it,nicole
lord forgive sinned,no,lord forgive sinned
reschedule day rewatch piece art,en,reschedule day rewatch piece art
song wrong,tl,song wrong
longest ad ever,no,longest ad ever
earth healing,en,earth healing
mi imperio romano,it,My Roman Empire
guys idea badly want couch,en,guys idea badly want couch
jesus christ mary magdalene,en,jesus christ mary magdalene
oh great heavens,en,oh great heavens
buen domingo jajaja,sl,Good Sunday hahaha
thank thank,en,thank thank
love,sl,love
beg caught liking,id,beg caught liking
dios mío,pt,my God
yo siempre te apoye rosalía,es,I always support you Rosalia
ha funny ended,cy,ha funny ended
maro lip comm spaccim si bell sorr,it,Maro Lip Commation Sfaccimm Si Bell smile
todos estos comentarios representan,es,All these comments represent
buenos días todos que vivan los hombres,es,good morning all live men
holy flip,cy,holy flip
oops,af,oops
repeat days,en,repeat days
adonis,pt,Adonis
contain multitudes,fr,contain multitudes
nah,tl,nah
shameless watch times,en,shameless watch times
good thing instagram rewind thingy like spotify,en,good thing instagram rewind thingy like spotify
loving comments,fr,loving comments
goddamn,cy,goddamn
seems first time fell love truly unavailable well first time put someone phone screensaver damn beautiful gaze eyes everything crazy admiring male celebrity instagram comments think,en,seems first time fell love truly unavailable well first time put someone phone screensaver damn beautiful gaze eyes everything crazy admiring male celebrity instagram comments think
please tell,en,please tell
lmmfao reading comments laughing realizing song repeat reading comments still going best comment far reading comments per instruction,en,lmmfao reading comments laughing realizing song repeat reading comments still going best comment far reading comments per instruction
rosália sabe das coisas,pt,Rosalia knows things
crack mis respetos,es,crack my respects
comments also video,ca,comments also video
yes chef,cy,Yes chef
understand say purred,en,understand say purred
looking looking looking,tl,looking looking looking
yes chef,cy,Yes chef
feels bizarre seeing non space,en,feels bizarre seeing non space
dear lord,ro,dear lord
tu novio,hr,Your boyfriend
comments,fr,comments
thank,en,thank
watched religiusly,en,watched religiusly
ikr sometimes forgetting,no,ikr sometimes forgetting
pretty revealing,no,pretty revealing
yes please,en,yes please
enna di idhu,it,What is it
never wanted couch,en,never wanted couch
comment section one,fr,comment section one
così per incentivare la ripresa,it,So to encourage the recovery
la devi far scendere la temperatura mariá,it,You have to drop the mariá temperature
obrigada calvin klein,pt,Thank you Calvin Klein
good god,cy,good god
help,nl,help
happy birthday,so,happy birthday
god bless calvin klein making fine wine boys,en,god bless calvin klein making fine wine boys
tomcat life schedule wants wants plays muses around neighborhood visits good pals flirts street hops living life comes home yeah day love movement going across cityscape across action body everything feels like dance many partners,en,tomcat life schedule wants wants plays muses around neighborhood visits good pals flirts street hops living life comes home yeah day love movement going across cityscape across action body everything feels like dance many partners
shift birthday officially,en,shift birthday officially
cannot stop watching helpp,en,cannot stop watching helpp
let us go everybody say calvin,en,let us go everybody say calvin
part two please,en,part two please
ready go back nyc,pl,ready go back nyc
sí somos jajaja,sl,Yes we are hahaha
yes chef,cy,Yes chef
thank,en,thank
yes,tr,yes
mean director aim french vibe instantly thought vincent cassel despite dissimilarities,en,mean director aim french vibe instantly thought vincent cassel despite dissimilarities
comments hilarious,fr,comments hilarious
comments friend,fr,comments friend
apparently gay,en,apparently gay
ke hombreeeeee,nl,ke maneeee
woof,af,woof
see,af,see
gracias por tanto,es,Thanks for so much
jajajajaja,sl,ha ha ha
many things say,tl,many things say
wow,pl,wow
get line,da,get line
r,cy,r
button stop playing,en,button stop playing
could best ck ad ever,en,could best ck ad ever
colirio para los ojos se llama esto,es,COLIRIO FOR THE EYE IS CALLED THIS
exactly,en,exactly
crying legs,en,crying legs
maro e ch si,it,Die this
tattoo video,it,tattoo video
yeessss cheffff,en,yeessss cheffff
happy new year ladies,en,happy new year ladies
yes chef,cy,Yes chef
sock,sv,sock
ask colour anything,en,ask colour anything
indescrivibile,it,indescribable
pretty much reason watched shameless,en,pretty much reason watched shameless
art society,en,art society
te aplaudo rosalía,es,Rosalia applaud you
capisco rosalia,it,I understand Rosalia
best advertising thai remember story calvin klein compliments,en,best advertising thai remember story calvin klein compliments
